"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"statnet.common","statnet.common","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.3.0",NA,"R (>= 3.5)","utils, methods, coda, parallel, tools",NA,"covr",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"stopwords","stopwords","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0",NA,"R (>= 2.10)","ISOcodes, usethis, desc",NA,"covr, lintr, quanteda, spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"stringdist","stringdist","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9.6",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"stringi","stringi","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5.3",NA,"R (>= 2.14)","tools, utils, stats",NA,NA,NA,"file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"stringr","stringr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"strucchange","strucchange","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5-2",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"styler","styler","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.2",NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)",NA,"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"stylo","stylo","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7.3",NA,"R (>= 2.14)","tcltk, tcltk2, ape, pamr, e1071, class, lattice, tsne",NA,"stringi, networkD3, readr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"SuppDists","SuppDists","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-9.5",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"survey","survey","C:/Users/John Karuitha/Documents/R/win-library/4.0","4.0",NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.0"
"svglite","svglite","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.3.2",NA,"R (>= 3.0.0)","Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"swagger","swagger","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.33.0",NA,NA,NA,NA,"jsonlite, plumber, testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"swirl","swirl","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.4.5",NA,"R (>= 3.1.0)","stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",NA,"stringi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"sys","sys","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.4",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"systemfit","systemfit","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-24",NA,"R (>= 3.2.0), Matrix, car (>= 2.0-0), lmtest","stats (>= 2.14.0), sandwich (>= 2.2-9), MASS, methods",NA,"plm (>= 1.0-1), sem (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"systemfonts","systemfonts","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,NA,"cpp11","cpp11","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"syuzhet","syuzhet","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.4",NA,"R (>= 2.10)","textshape (>= 1.3.0), NLP, zoo, dtt, stats, graphics, dplyr,
tidyr,",NA,"devtools, readxl, stringr, knitr, pander, testthat (>=
0.9.1), parallel",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"tcltk2","tcltk2","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-11",NA,"R (>= 2.8.0), tcltk",NA,NA,"utils",NA,"LGPL-3 + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"tdigest","tdigest","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.5.0)","magrittr, stats",NA,"testthat, covr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"TeachingDemos","TeachingDemos","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.12",NA,"R (>= 2.10)",NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"tensorflow","tensorflow","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.2.0",NA,"R (>= 3.1)","config, jsonlite (>= 1.2), processx, reticulate (>= 1.10),
tfruns (>= 1.0), utils, yaml, rstudioapi (>= 0.7)",NA,"testthat (>= 2.1.0), keras, tfestimators, callr",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.0.0"
"terrainmeshr","terrainmeshr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.0",NA,NA,"Rcpp (>= 1.0.0)","Rcpp",NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"testthat","testthat","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.2",NA,"R (>= 3.1)","cli, crayon (>= 1.3.4), digest, ellipsis, evaluate, magrittr,
methods, pkgload, praise, R6 (>= 2.2.0), rlang (>= 0.4.1),
withr (>= 2.0.0)",NA,"covr, curl (>= 0.9.5), devtools, knitr, rmarkdown, usethis,
vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"testthis","testthis","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,NA,"assertthat, devtools, fs, magrittr, pkgload, rprojroot, stats,
stringi, testthat, tools, usethis (>= 0.1.0), utils",NA,"covr, crayon, knitr, rmarkdown, roxygen2 (>= 5.0.0),
rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"texreg","texreg","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.37.5",NA,"R (>= 3.5)","methods, stats, httr",NA,"broom (>= 0.4.2), coda (>= 0.19.2), ggplot2 (>= 3.1.0),
huxtable (>= 4.2.0), knitr (>= 1.22), rmarkdown (>= 1.12.3),
sandwich (>= 2.3-1), testthat (>= 2.0.0), lmtest (>= 0.9-34)","AER, alpaca, bife, biglm, brms (>= 2.8.8), btergm, dynlm,
feisr (>= 1.0.1), forecast, gamlss, gamlss.inf, glmmTMB, lfe,
lme4, miceadds, mlogit, mnlogit, MuMIn, nlme, nnet, ordinal,
plm, speedglm, survival, VGAM, Zelig","GPL-3",NA,NA,NA,NA,"no","4.0.2"
"text2speech","text2speech","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.13",NA,NA,"aws.signature, dplyr, googleAuthR, googleLanguageR, httr,
mscstts (>= 0.5.1), tuneR, magrittr, knitr, utils",NA,"aws.polly, covr, rmarkdown, testthat, stringi",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"text2vec","text2vec","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6",NA,"R (>= 3.6.0), methods","Matrix (>= 1.1), Rcpp (>= 1.0.3), R6 (>= 2.3.0), data.table(>=
1.9.6), rsparse (>= 0.3.3.4), stringi (>= 1.1.5), mlapi (>=
0.1.0), lgr (>= 0.2), digest (>= 0.6.8)","Rcpp, digest (>= 0.6.8)","magrittr, udpipe (>= 0.6), glmnet, testthat, covr, knitr,
rmarkdown, proxy",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"textdata","textdata","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.1",NA,NA,"fs, readr, tibble, rappdirs",NA,"knitr, rmarkdown, testthat (>= 2.1.0), covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"textshape","textshape","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7.1",NA,"R (>= 3.4.0)","data.table, slam, stats, stringi, utils",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"textutils","textutils","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2-0",NA,NA,"utils",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"tfplot","tfplot","C:/Users/John Karuitha/Documents/R/win-library/4.0","2015.12-1",NA,"R (>= 2.12.0), tframe","stats, graphics, grDevices",NA,"googleVis","tframePlus","GPL-2",NA,NA,NA,NA,"no","4.0.2"
"tframe","tframe","C:/Users/John Karuitha/Documents/R/win-library/4.0","2015.12-1.1",NA,"R (>= 2.5.0)","stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"tfruns","tfruns","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4",NA,"R (>= 3.1)","utils, jsonlite (>= 1.2), base64enc, yaml, config, magrittr,
whisker, tidyselect, rlang, rstudioapi (>= 0.7), reticulate",NA,"testthat, knitr",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.0.0"
"TH.data","TH.data","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-10",NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"themis","themis","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.2",NA,"R (>= 2.10), recipes (>= 0.1.4)","dplyr, generics, purrr, RANN, rlang, ROSE, tibble, unbalanced,
withr",NA,"covr, ggplot2, modeldata, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"threejs","threejs","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,"maps","knitr, shiny","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tibble","tibble","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.0.3",NA,"R (>= 3.1.0)","cli, crayon (>= 1.3.4), ellipsis (>= 0.2.0), fansi (>= 0.4.0),
lifecycle (>= 0.2.0), magrittr, methods, pillar (>= 1.4.3),
pkgconfig, rlang (>= 0.4.3), utils, vctrs (>= 0.2.4)",NA,"bench, bit64, blob, covr, dplyr, evaluate, formattable, hms,
htmltools, import, knitr, lubridate, mockr, nycflights13,
purrr, rmarkdown, testthat (>= 2.1.0), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tictoc","tictoc","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0",NA,"R (>= 3.0.3), methods",NA,NA,NA,NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"tidyBF","tidyBF","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.0",NA,"R (>= 3.6.0)","broomExtra, BayesFactor, dplyr, ipmisc, metaBMA, rlang, tidyr",NA,"ggplot2, knitr, rmarkdown, spelling, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidygraph","tidygraph","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.0",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar","Rcpp","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"tidymodels","tidymodels","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.1",NA,"R (>= 3.1)","broom (>= 0.7.0), cli (>= 2.0.2), crayon (>= 1.3.4), dials (>=
0.0.8), dplyr (>= 1.0.0), ggplot2 (>= 3.3.2), infer (>= 0.5.2),
magrittr (>= 1.5), modeldata (>= 0.0.2), parsnip (>= 0.1.2),
purrr (>= 0.3.4), recipes (>= 0.1.13), rlang (>= 0.4.7),
rsample (>= 0.0.7), rstudioapi (>= 0.11), tibble (>= 3.0.3),
tidyr (>= 1.1.0), tune (>= 0.1.1), workflows (>= 0.1.2),
yardstick (>= 0.0.7)",NA,"covr, knitr, rmarkdown, testthat, xml2",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidyposterior","tidyposterior","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.0.3",NA,"R (>= 2.10)","rsample (>= 0.0.2), tidyr (>= 0.7.1), dplyr, rstanarm (>=
2.15.3), rlang, utils, purrr, tibble, generics, ggplot2, vctrs
(>= 0.3.0), lifecycle",NA,"knitr, testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"tidypredict","tidypredict","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4.6",NA,"R (>= 3.1)","dplyr (>= 0.7), rlang, purrr, knitr, generics, tibble",NA,"dbplyr, testthat (>= 2.1.0), randomForest, ranger, earth,
rmarkdown, nycflights13, RSQLite, methods, DBI, covr, xgboost,
Cubist, mlbench, partykit, yaml, parsnip",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"tidyquant","tidyquant","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 0.8.3), ggplot2, httr, lazyeval, magrittr, purrr,
Quandl, riingo, alphavantager (>= 0.1.2), stringr, tibble,
tidyr (>= 1.0.0), timetk (>= 2.0.0), timeDate, TTR, xts, rlang,
tidyselect, rstudioapi, crayon, cli",NA,"tidyverse, forcats, broom, knitr, rmarkdown, testthat (>=
2.1.0), tibbletime, scales, Rblpapi, readxl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidyr","tidyr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.2",NA,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
rlang, tibble (>= 2.1.1), tidyselect (>= 1.1.0), utils, vctrs
(>= 0.3.0), lifecycle","cpp11 (>= 0.2.1)","covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"tidyselect","tidyselect","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,"R (>= 3.2)","ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.2.2)",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"tidytext","tidytext","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.5",NA,"R (>= 2.10)","rlang, tibble, dplyr, stringr, hunspell, generics, Matrix,
tokenizers, janeaustenr, purrr (>= 0.1.1), methods",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat (>= 2.1.0), vdiffr, mallet, stm, data.table, broom,
textdata, stopwords, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidytuesdayR","tidytuesdayR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.4.0)","readxl (>= 1.0.0), rvest (>= 0.3.2), tools (>= 3.1.0),
lubridate (>= 1.7.0), purrr (>= 0.2.5), readr (>= 1.0.0),
rstudioapi (>= 0.2), xml2 (>= 1.2.0), httr, jsonlite, magrittr,
usethis",NA,"testthat (>= 2.1.0), covr, pkgdown, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tidyverse","tidyverse","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.0",NA,"R (>= 3.2)","broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dbplyr
(>= 1.4.2), dplyr (>= 0.8.3), forcats (>= 0.4.0), ggplot2 (>=
3.2.1), haven (>= 2.2.0), hms (>= 0.5.2), httr (>= 1.4.1),
jsonlite (>= 1.6), lubridate (>= 1.7.4), magrittr (>= 1.5),
modelr (>= 0.1.5), pillar (>= 1.4.2), purrr (>= 0.3.3), readr
(>= 1.3.1), readxl (>= 1.3.1), reprex (>= 0.3.0), rlang (>=
0.4.1), rstudioapi (>= 0.10), rvest (>= 0.3.5), stringr (>=
1.4.0), tibble (>= 2.1.3), tidyr (>= 1.0.0), xml2 (>= 1.2.2)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"timeDate","timeDate","C:/Users/John Karuitha/Documents/R/win-library/4.0","3043.102",NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"timetk","timetk","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.2.1",NA,"R (>= 3.3.0)","recipes (>= 0.1.4), rsample, dplyr (>= 1.0.0), ggplot2,
forcats, stringr, plotly, lazyeval (>= 0.2.0), lubridate (>=
1.6.0), padr (>= 0.5.2), purrr (>= 0.2.2), readr (>= 1.3.0),
stringi (>= 1.4.6), tibble (>= 3.0.3), tidyr (>= 1.1.0), xts
(>= 0.9-7), zoo (>= 1.7-14), rlang (>= 0.4.7), tidyselect (>=
1.1.0), slider, anytime, timeDate, forecast, hms, assertthat,
generics",NA,"tidyquant, tidymodels, modeltime, workflows, parsnip, tune,
yardstick, tidyverse, knitr, rmarkdown, robets, broom, scales,
testthat, fracdiff, timeSeries, tseries, roxygen2",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"tint","tint","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.3",NA,NA,"htmltools, knitr, rmarkdown",NA,"ggplot2",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"tinytex","tinytex","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.25",NA,NA,"xfun (>= 0.5)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tis","tis","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.38",NA,"R (>= 2.3)",NA,NA,"reshape, scales","zoo, ggplot2, graphics","Unlimited",NA,NA,NA,NA,"yes","4.0.2"
"titanic","titanic","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.0",NA,"R (>= 3.1.2)",NA,NA,"dplyr",NA,"CC0",NA,NA,NA,NA,"no","4.0.2"
"tm","tm","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.7-7",NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"TMB","TMB","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7.18",NA,"R (>= 3.0.0)","graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"tmvnsim","tmvnsim","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-2",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"tmvtnorm","tmvtnorm","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-10",NA,"R (>= 1.9.0), mvtnorm, utils, Matrix, stats4, gmm","stats, methods",NA,"lattice",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"tokenizers","tokenizers","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.1",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"treeClust","treeClust","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-7",NA,"rpart, cluster",NA,NA,"parallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"triebeard","triebeard","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.0",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"truncnorm","truncnorm","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-8",NA,"R (>= 3.4.0)",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"truncreg","truncreg","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2-5",NA,"R (>= 1.8.0), maxLik",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"tsDyn","tsDyn","C:/Users/John Karuitha/Documents/R/win-library/4.0","10-1.2",NA,"R (>= 3.5.0)","mnormt, mgcv, nnet, tseriesChaos, tseries, utils, vars, urca,
forecast, MASS, Matrix, foreach, methods",NA,"sm, scatterplot3d, rgl",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"tseries","tseries","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.10-47",NA,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"tseriesChaos","tseriesChaos","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-13.1",NA,"R (>= 2.2.0)","deSolve",NA,"scatterplot3d",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"tsfa","tsfa","C:/Users/John Karuitha/Documents/R/win-library/4.0","2014.10-1",NA,"R (>= 2.1.0), GPArotation (>= 2006.9-1), dse (>= 2006.1-1),
EvalEst (>= 2006.1-1)","setRNG (>= 2004.4-1), tframe (>= 2011.3-1), tfplot (>=
2014.2-1)",NA,"CDNmoney, MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"tsne","tsne","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-3",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.0.0"
"TSP","TSP","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-10",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices",NA,"sp, maps, maptools, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"TTR","TTR","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.24.2",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"tufte","tufte","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6",NA,NA,"htmltools, xfun (>= 0.6), knitr (>= 1.22), rmarkdown (>= 1.12)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"tune","tune","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.1",NA,"R (>= 2.10)","dplyr (>= 0.8.5), rlang (>= 0.4.0), tibble (>= 2.1.3), purrr
(>= 0.3.2), dials (>= 0.0.4), recipes (>= 0.1.9), utils,
ggplot2, glue, cli (>= 2.0.0), crayon, yardstick, rsample,
tidyr, GPfit, foreach, parsnip (>= 0.0.4), workflows (>=
0.1.0), hardhat (>= 0.1.0), lifecycle, vctrs (>= 0.3.0)",NA,"testthat, knitr, covr, kernlab, randomForest, modeldata,
xml2, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"tuneR","tuneR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3.3",NA,"R (>= 3.0.0)","signal, methods",NA,"pastecs",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"tweenr","tweenr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","Rcpp","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.0"
"twitteR","twitteR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.9",NA,"R (>= 2.12.0)","methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",NA,"RSQLite, RMySQL",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.0"
"ucminf","ucminf","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-4",NA,NA,NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"unbalanced","unbalanced","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0",NA,"mlr, foreach, doParallel","FNN, RANN",NA,"randomForest, ROCR",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"units","units","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6-7",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","udunits2, NISTunits, measurements, xml2, magrittr, pillar (>=
1.3.0), dplyr (>= 1.0.0), vctrs (>= 0.3.1), knitr, testthat,
ggforce, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"UpSetR","UpSetR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4.0",NA,"R (>= 3.0)","ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales",NA,"knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"urca","urca","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3-0",NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
